isbn,title,author,number_of_pages,publication_date,language_code,avg_rating
2228894168,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,418,3/31/2001,fre,4.1
60733357,The Confusion (The Baroque Cycle  #2),Neal Stephenson,815,6/14/2005,en-US,4.26
60593083,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,927,9/21/2004,eng,3.93
553383442,The Cobweb,Neal Stephenson/J. Frederick George,448,5/31/2005,eng,3.61
380816032,The Big U,Neal Stephenson,308,2/6/2001,en-US,3.25
553380966,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,499,5/2/2000,eng,4.19
553383434,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,640,5/31/2005,eng,3.68
60833181,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,464,3/28/2006,en-US,4.2
553380958,Snow Crash,Neal Stephenson/Guy Abadia,438,8/2/2000,eng,4.03
1880685353,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,450,6/1/2005,eng,4.16
1880685337,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,381,12/1/2004,eng,4.24
465067107,The Design of Everyday Things,Donald A. Norman,240,9/19/2002,eng,4.17
465051367,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,272,5/11/2005,eng,3.95
465067093,The Psychology of Everyday Things,Donald A. Norman,257,6/13/1988,eng,4.17
898709199,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,259,4/30/2006,en-GB,4.27
60887966,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,192,5/2/2006,eng,3.86
61122416,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,197,5/1/1993,eng,3.86
142150460X,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,192,9/19/2006,eng,4.57
1591169259,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,192,9/13/2005,eng,4.56
1421504596,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,192,7/18/2006,eng,4.57
1591169208,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,192,5/3/2005,eng,4.5
1591169291,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,200,11/8/2005,eng,4.55
006019250X,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,198,11/1/1998,en-US,3.86
1591169232,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,192,7/5/2005,eng,4.52
812974611,Pompeii,Robert   Harris,274,11/8/2005,eng,3.82
158715739X,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,360,12/3/2002,eng,3.6
142000671,Of Mice and Men,John Steinbeck,103,1/8/2002,eng,3.87
60554738,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,464,9/6/2005,en-US,3.74
014240120X,The Westing Game,Ellen Raskin,182,4/12/2004,eng,4.02
808553038,The Egypt Game,Zilpha Keatley Snyder,215,7/7/2009,eng,3.83
1400096898,Memoirs of a Geisha,Arthur Golden,503,11/22/2005,eng,4.11
739326228,Memoirs of a Geisha,Arthur Golden,434,11/15/2005,eng,4.11
99498189,Memoirs of a Geisha,Arthur Golden,497,12/1/2005,en-US,4.11
1557046832,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,144,10/20/2005,eng,4.08
99771519,Memoirs of a Geisha,Arthur Golden,497,6/4/1998,eng,4.11
074343059X,Geisha of Gion,Mineko Iwasaki/Rande Brown,334,5/6/2003,eng,3.93
1932664394,Love As A Foreign Language #5,J. Torres/Eric  Kim,58,2/1/2006,eng,3.44
521750849,Jungle Love,Margaret Johnson/Philip Prowse,95,8/1/2002,eng,3.41
802415318,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,0,1/1/2005,eng,4.7
1416524797,Angels & Demons (Robert Langdon  #1),Dan Brown,736,4/1/2006,eng,3.89
849561877X,Ángeles y demonios (Robert Langdon  #1),Dan Brown,508,12/1/2005,spa,3.89
972859896,Angeles & Demonios,Dan Brown/Raúl Amundaray,18,12/1/2005,spa,3.89
307277674,The Da Vinci Code (Robert Langdon  #2),Dan Brown,489,3/28/2006,eng,3.84
076792603X,The Da Vinci Code,Dan Brown,467,3/28/2006,eng,3.84
2266144340,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,744,5/3/2005,fre,3.84
1416524800,Deception Point,Dan Brown,736,4/1/2006,eng,3.71
552151769,Deception Point,Dan Brown,585,5/1/2004,eng,3.71
593055071,Deception Point,Dan Brown,448,8/1/2005,eng,3.71
078601606X,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,383,2/1/2005,eng,4.04
671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,258,10/1/1998,eng,4.03
1585424331,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,320,9/1/2005,eng,4.18
1932429239,Think and Grow Rich,Napoleon Hill,368,8/7/2004,eng,4.18
977616657,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,256,6/7/2006,eng,3.58
1563410907,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,288,6/1/2005,en-US,3.95
345479173,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,384,12/28/2004,en-US,3.66
451205367,The Richest Man in Babylon,George S. Clason,194,2/1/2008,eng,4.26
1419349996,The Richest Man in Babylon,George S. Clason,4,6/17/2005,eng,4.26
1400098033,Shibumi,Trevanian/Gisela Stege,480,5/10/2005,eng,4.21
743226720,1776,David McCullough,386,7/4/2006,eng,4.07
140481397,1776,Peter  Stone/Sherman Edwards,192,11/18/1976,eng,4.22
226014908,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,284,7/15/2000,eng,3.62
1416500189,The Good Earth (House of Earth  #1),Pearl S. Buck,418,3/4/2009,eng,3.98
310258979,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,5,3/15/2005,eng,3.93
60838582,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,399,7/5/2005,eng,3.74
141006870,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,384,4/4/2002,eng,3.74
812968069,Snow Flower and the Secret Fan,Lisa See,269,2/21/2006,eng,4.07
385340540,The Broker,John Grisham,422,9/26/2006,eng,3.78
394720245,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,1344,7/12/1975,eng,4.51
345480600,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,320,7/25/2006,eng,3.75
60193395,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,201,6/10/1999,en-US,3.74
1579546013,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,288,4/1/2005,en-US,3.65
972018417,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,405,11/26/2003,eng,3.95
471743674,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,245,10/1/2005,en-US,4.13
471430455,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,432,4/18/2003,eng,4.07
805431578,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,368,5/15/2005,eng,3.15
679838864,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,68,2/16/1993,en-US,3.99
373250711,Monkey Business,Sarah Mlynowski,392,9/24/2004,eng,3.67
140143459,Liar's Poker,Michael   Lewis,256,10/1/1990,eng,4.15
802732291,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,214,6/1/1993,eng,3.31
1841721476,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,64,3/1/2001,eng,4.08
030723827X,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,256,4/4/2006,eng,3.96
1400052580,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,256,2/22/2005,eng,3.95
307346587,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,240,4/3/2007,eng,4.09
1400052386,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,256,9/26/2006,eng,4.09
609609971,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,304,3/25/2003,eng,4.06
1400052378,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,287,10/1/2004,eng,3.92
61234001,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,320,10/17/2006,eng,3.97
8466625127,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,250,8/1/2006,spa,3.97
61245135,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,496,12/8/2006,en-US,3.97
399153594,The Last Assassin (John Rain  #5),Barry Eisler,338,6/1/2006,eng,4.27
156030209,Life of Pi,Yann Martel,401,5/3/2004,en-US,3.91
828808392,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,448,11/24/2005,fre,3.91
140285970,Shadows and Wind: A View of Modern Vietnam,Robert Templer,400,9/1/1999,eng,3.49
307276902,A Million Little Pieces,James Frey,515,9/22/2005,eng,3.65
1411677315,A Million Little Pieces of Feces,Python Bonkers,256,2/10/2006,en-US,3.56
61171468,A Million Little Lies,James Pinocchio/Pablo Fenjves,191,3/28/2006,en-US,3.41
787968331,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,458,8/7/2003,en-US,4.05
446394599,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,193,2/1/1993,eng,4.14
131494848,Leadership in Organizations,Gary Yukl,542,7/7/2005,en-GB,3.68
316861014,Leadership,Rudolph W. Giuliani,397,10/1/2002,eng,3.72
60574216,Men Are from Mars  Women Are from Venus,John Gray,368,4/3/2012,eng,3.55
60192771,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,368,10/21/1998,en-US,3.62
006123205X,Men Are from Mars  Women Are from Venus,John Gray,2,4/3/2007,eng,3.55
735200300,How to Succeed with Women,Ron  Louis/David Copeland,320,10/29/1998,en-US,3.76
553381679,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,512,6/25/2002,eng,4.05
517542021,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,468,5/4/1980,eng,4.05
393324818,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,317,3/17/2004,eng,4.26
744005612,Juiced Official Strategy Guide,Doug Walsh,112,6/1/2005,eng,0
140280197,The 48 Laws of Power,Robert Greene/Joost Elffers,452,9/1/2000,eng,4.18
055338368X,Gates of Fire,Steven Pressfield,392,9/27/2005,eng,4.42
553295411,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,414,3/1/1992,eng,4.07
812590104,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,721,6/18/2001,en-US,3.58
038551641X,The Afghan Campaign,Steven Pressfield,354,7/1/2006,eng,3.96
553381393,Tides of War,Steven Pressfield,448,8/28/2001,eng,3.9
553382047,Last of the Amazons,Steven Pressfield,400,7/1/2003,eng,3.76
446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,168,4/1/2003,eng,4
826413013,Gita on the Green,Stephen J. Rosen/Steven Pressfield,176,5/30/2002,en-US,3.78
811701646,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,340,4/24/2006,eng,3.91
140442758,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,160,1/30/1973,en-US,4.1
192802771,Phaedrus,Plato/Robin Waterfield,128,1/16/2003,eng,3.92
140449744,Phaedrus,Plato/C.J. Rowe,176,8/25/2005,eng,3.92
879756322,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,157,12/1/1991,eng,4.47
189031823X,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,125,2/11/2019,eng,4.5
872207889,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,272,6/15/2006,eng,4.06
801435307,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,233,9/1/1998,eng,4.35
872204626,Statesman,Plato/C.J. Rowe,128,3/15/1999,eng,3.85
140449043,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,208,1/29/2004,en-GB,3.95
140449086,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,716,1/30/2003,eng,3.99
140446389,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,622,9/1/1954,eng,3.99
879757779,The History (Great Minds),Herodotus/Henry Francis Cary,613,11/1/1992,en-US,3.99
192824252,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,772,11/19/1998,eng,3.99
140440348,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,653,8/30/1970,en-US,3.99
393959465,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,464,1/17/1992,en-US,3.99
375400613,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,816,3/25/1997,en-US,3.99
226327701,The History,Herodotus/Peter Grene,710,3/14/1987,en-US,3.99
140275363,The Iliad,Homer/Robert Fagles/Bernard Knox,683,4/29/1999,eng,3.86
872203522,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,574,3/12/1997,en-US,3.86
374529051,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,588,4/3/2004,en-US,3.86
147712556,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,1556,11/1/1999,eng,4.04
140447946,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,462,1/30/2003,eng,3.86
451527372,The Iliad,Homer/W.H.D. Rouse,312,8/1/1999,en-US,3.86
872205428,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,216,9/15/2000,en-US,3.86
143039954,The Odyssey,Homer/Robert Fagles/Bernard Knox,541,11/30/2006,eng,3.76
374525749,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,515,11/5/1998,eng,3.76
60931957,The Odyssey,Homer/Richmond Lattimore,374,6/1/1999,eng,3.76
140449116,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,324,1/30/2003,eng,3.76
451527364,The Odyssey,Homer/W.H.D. Rouse,304,8/1/1999,eng,3.76
086516584X,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,161,1/1/2001,eng,4.35
067499583X,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,607,10/1/1999,mul,4.22
1891190237,City Eclogue,Ed Roberson,136,1/30/2006,eng,4.13
192837680,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,180,9/2/1999,eng,3.8
155832125X,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,272,12/3/1997,eng,3.94
141000589,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,1808,11/7/2002,eng,4.5
517092948,The Complete Works,William Shakespeare,1248,10/13/1991,eng,4.5
521618746,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,289,8/1/2005,eng,4.02
1557831572,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,137,2/1/1994,eng,4.44
006251279X,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,272,5/1/1995,en-US,3.64
62513346,The Valkyries,Paulo Coelho/Alan R. Clarke,212,9/28/1996,en-US,3.31
60527986,Warrior of the Light,Paulo Coelho,142,3/30/2004,en-US,3.7
60832819,The Zahir,Paulo Coelho/Margaret Jull Costa,336,7/3/2006,eng,3.57
61122092,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,208,5/23/2006,eng,3.57
60930136,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,256,4/26/2000,en-US,3.62
61124265,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,210,6/1/2006,eng,3.7
140714545,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,148,12/1/2001,eng,4.02
764586033,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,129,5/30/2000,en-US,3.69
764585681,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,240,5/29/2000,eng,4.02
879232153,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,450,3/24/2015,eng,4.29
674991206,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,496,1/1/1919,mul,4.32
872201686,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,172,10/1/1993,eng,3.72
674991222,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,400,1/1/1921,mul,4.35
872203948,The Peloponnesian War,Thucydides/Steven Lattimore,530,6/1/1998,eng,3.9
393971678,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,554,7/17/1998,eng,3.9
674991877,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,480,1/1/1923,eng,4.29
929524357,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,34,1/30/1989,eng,4.5
226307808,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,221,2/15/1955,eng,4.03
226307840,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,228,1/15/1969,eng,4.21
226307832,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,307,11/15/1968,eng,4.21
1590171802,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,312,8/1/2006,eng,4.4
553213636,Ten Plays,Euripides/Moses Hadas/John Maclean,432,8/1/1990,en-US,4.17
226307824,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,255,1/15/1992,eng,4
226307816,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,264,4/15/2002,eng,4.31
140449299,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,206,3/27/2003,eng,4.03
674995600,Cyclops / Alcestis / Medea,Euripides/David Kovacs,432,1/1/1994,mul,4.23
521643864,Medea,Euripides/Donald J. Mastronarde,431,9/16/2002,grc,3.87
140447261,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,360,1/26/2006,eng,4.14
195125983,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,160,2/22/2001,eng,3.88
413752801,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,192,11/9/2000,eng,3.78
486424626,The Trojan Women and Hippolytus,Euripides,64,7/17/2002,eng,3.63
393325830,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,128,7/17/2004,eng,3.86
192832603,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,282,12/20/2001,eng,4.1
674995333,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,528,2/15/1995,mul,4.26
195061667,Alcestis,Euripides/William Arrowsmith,142,2/1/1990,eng,3.83
067499566X,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,464,9/1/1998,mul,4.47
195145666,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,116,8/10/2006,eng,3.87
071563187X,Euripides: Medea,William Allan,160,10/31/2002,eng,4.04
822004240,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,69,9/13/1965,eng,4.2
674995740,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,528,12/1/1999,mul,4.03
674996003,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,605,6/15/2002,mul,4.07
715629948,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,144,3/9/2006,eng,4.03
226307662,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,672,8/1/1992,eng,4.43
226307786,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,171,5/15/1969,en-US,4.02
226307948,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,188,2/1/1992,eng,4.1
019513592X,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,304,10/7/2004,eng,4.02
